ID,Duration..in.seconds.,Finished,Instruction_1,Instruction_2,Instruction_3,Instruction_4,Sender_Response,Responder_3,Responder_6,Responder_9,Responder_12,Responder_15,Responder_18,Responder_21,Responder_24,Responder_27,Responder_30,Comp_Sender_3,Comp_Responder_2,Attractiveness,Trustworthy,COVID_19_vaccine,COVID_19_vaccine_attitude,Mask_attitude,mask_prevents_Covid.19,Protect_themselves_or_others,understanding_difficulty,Picture_label,Order,time_taken,age,Ethnicity,Highest.education.level.completed,Nationality,Sex,Pic.Mask,Pic.Gender
248,709,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,4,6,9,10,12,14,16,18,20,£9,£2,38,45,Yes,,6,9,Equally themselves and other,No,F4U,ResponderFirst,713.374,44,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,F
125,301,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,3,4,5,6,7,8,9,10,£9,£2,49,47,Yes,,7,7,Equally themselves and other,No,F1M,ResponderFirst,305.923,51,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,F
382,605,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,3,5,7,8,11,13,16,16,18,£3,£2,40,70,No,Neither agree nor disagree,5,4,Equally themselves and other,No,M1U,ResponderFirst,611.364,35,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
281,861,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,4,5,7,10,11,12,12,15,£9,£2,26,23,Yes,,2,6,Mostly themselves,Yes,M2M,SenderFirst,865.733,38,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
210,686,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,4,5,5,6,7,8,9,10,£9,£2,13,52,No,Strongly agree,6,6,Equally themselves and other,No,M3M,SenderFirst,691.394,29,White/Caucasian,Undergraduate degree (BA/BSc/other),Ireland,Female,M,M
198,277,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,6,7,8,9,10,£9,£2,8,26,Yes,,4,4,Equally themselves and other,Yes,F3U,ResponderFirst,280.356,48,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,F
196,358,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,£9,£2,27,31,Yes,,2,8,Equally themselves and other,No,M2U,ResponderFirst,364.653,30,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
120,474,TRUE,TRUE,FALSE,FALSE,TRUE,4,2,2,3,2,7,5,6,7,7,9,£9,£2,15,32,No,Strongly agree,7,7,Mostly themselves,No,M3U,SenderFirst,478.031,20,South Asian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
156,434,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,6,7,9,10,12,13,15,£9,£2,0,47,No,Neither agree nor disagree,3,7,Equally themselves and other,Yes,F2M,ResponderFirst,441.628,24,White/Caucasian,Undergraduate degree (BA/BSc/other),Italy,Female,M,F
261,557,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,12,15,18,20,£9,£2,78,72,Yes,,6,8,Mostly others,No,M3U,SenderFirst,832.018,50,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
340,407,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,4,6,8,10,15,18,20,20,25,£9,£2,40,43,Yes,,6,6,Equally themselves and other,No,F2U,ResponderFirst,410.939,37,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
375,359,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,5,5,6,7,8,9,15,£9,£2,24,60,No,Somewhat agree,0,8,Equally themselves and other,Yes,M3U,SenderFirst,363.623,39,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
392,770,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,3,5,7,9,11,13,15,£9,£2,51,51,No,Strongly agree,7,7,Equally themselves and other,No,M4U,SenderFirst,776.045,30,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
190,554,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,7,9,11,13,15,£9,£2,9,44,Yes,,2,5,Mostly themselves,No,M1U,ResponderFirst,561.733,46,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
275,454,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,6,5,8,7,9,12,10,£9,£2,55,45,Yes,,4,6,Equally themselves and other,No,M1M,ResponderFirst,459.123,21,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
244,532,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,2,3,5,5,7,8,9,10,£9,£2,32,37,Yes,,5,8,Equally themselves and other,No,F1U,SenderFirst,537.621,22,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
311,379,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,6,7,8,9,10,£9,£2,13,27,No,Strongly agree,7,7,Mostly themselves,No,M1M,ResponderFirst,384.082,29,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
55,317,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,1,2,4,5,5,5,8,6,10,£9,£2,27,36,No,Strongly agree,9,6,Mostly others,No,F1U,SenderFirst,323.22,20,South Asian,High school diploma/A-levels,United Kingdom,Female,U,F
12,294,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,5,6,7,9,10,12,13,15,£9,£2,64,63,Yes,,3,3,Equally themselves and other,No,F4M,SenderFirst,298.414,55,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,F
243,485,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,£9,£2,48,50,Yes,,9,9,Equally themselves and other,No,F3M,SenderFirst,490.427,31,Other (please feel free to let us know your ethnicity via email),High school diploma/A-levels,Portugal,Female,M,F
83,242,TRUE,TRUE,FALSE,FALSE,TRUE,8,3,6,3,6,7,9,3,12,13,15,£9,£2,36,60,Yes,,3,6,Mostly themselves,No,M1U,SenderFirst,246.273,28,Mixed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
334,333,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,3,4,6,7,9,10,12,13,15,£9,£2,21,54,Yes,,5,7,Equally themselves and other,No,M2U,SenderFirst,337.972,36,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
146,541,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,4,6,8,10,12,14,16,15,15,£9,£2,67,73,No,Strongly disagree,3,4,Mostly themselves,No,M4U,ResponderFirst,546.112,31,White/Caucasian,Undergraduate degree (BA/BSc/other),Romania,Female,U,M
224,825,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,50,48,No,Strongly disagree,7,7,Equally themselves and other,No,M2U,SenderFirst,830.001,60,Mixed,High school diploma/A-levels,United Kingdom,Female,U,M
59,288,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,5,9,10,12,13,15,£9,£2,56,77,Yes,,3,8,Equally themselves and other,No,F4M,ResponderFirst,294.867,19,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
44,264,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,5,4,7,10,10,12,13,£9,£2,41,31,No,Strongly agree,9,9,Equally themselves and other,No,M1M,SenderFirst,268.022,20,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,M,M
306,668,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,4,6,7,9,10,12,13,15,£9,£2,28,48,Yes,,4,9,Equally themselves and other,Yes,M3U,ResponderFirst,675.691,35,White/Caucasian,No formal qualifications,United Kingdom,Female,U,M
36,256,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,7,8,9,10,£9,£2,18,49,No,Somewhat agree,7,9,Mostly others,No,M1M,SenderFirst,260.442,21,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
64,463,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,3,4,7,9,10,6,8,10,£9,£2,3,45,Yes,,7,7,Mostly themselves,No,F1M,SenderFirst,467.793,56,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
96,330,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,30,47,Yes,,8,7,Equally themselves and other,No,M1M,SenderFirst,333.929,28,White/Caucasian,Technical/community college,United Kingdom,Female,M,M
231,583,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,8,8,10,12,14,12,£9,£2,50,36,No,Somewhat agree,7,9,Equally themselves and other,No,M2U,ResponderFirst,586.401,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
321,196,TRUE,TRUE,FALSE,FALSE,TRUE,7,0,1,2,2,4,6,8,10,10,12,£9,£2,44,36,No,Strongly agree,4,7,Mostly themselves,No,F2M,SenderFirst,200.692,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
297,680,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,2,3,4,5,6,7,8,9,10,£9,£2,60,28,Yes,,5,7,Equally themselves and other,No,F3U,ResponderFirst,687.668,47,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
85,227,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,3,5,6,7,9,10,12,13,15,£9,£2,49,41,No,Strongly agree,5,7,Equally themselves and other,No,F4M,ResponderFirst,232.046,19,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
250,337,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,2,3,4,6,5,6,6,8,£9,£2,1,25,No,Strongly agree,7,9,Equally themselves and other,No,M4M,ResponderFirst,340.334,19,Mixed,High school diploma/A-levels,United Kingdom,Female,M,M
63,390,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,27,48,No,Strongly agree,7,5,Equally themselves and other,No,M1M,ResponderFirst,393.705,20,Caribbean,Undergraduate degree (BA/BSc/other),Spain,Female,M,M
197,253,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,4,6,7,9,10,12,13,15,£9,£12,0,27,Yes,,5,6,Equally themselves and other,No,F2U,ResponderFirst,262.425,50,White/Caucasian,Technical/community college,United Kingdom,Female,U,F
240,348,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,2,1,3,5,2,9,3,10,£9,£2,7,48,No,Strongly agree,5,5,Mostly others,No,M2U,ResponderFirst,355.978,22,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
204,330,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,0,2,5,3,10,12,0,15,£9,£2,48,46,Yes,,0,1,Equally themselves and other,No,M3M,SenderFirst,341.295,34,White/Caucasian,Technical/community college,United Kingdom,Female,M,M
148,343,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,7,8,9,10,£9,£2,79,50,Yes,,3,9,Equally themselves and other,No,F1M,ResponderFirst,345.797,37,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,F
186,335,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,3,4,5,6,7,8,9,10,£9,£2,43,51,Yes,,8,9,Mostly themselves,No,M3U,ResponderFirst,348.361,31,South East Asian,Doctorate degree (PhD/other),Philippines,Female,U,M
15,533,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,1,2,2,3,4,5,6,7,9,£9,£2,29,24,Yes,,4,6,Mostly themselves,No,M3U,ResponderFirst,537.637,50,White/Caucasian,Technical/community college,United Kingdom,Female,U,M
238,505,TRUE,TRUE,FALSE,FALSE,TRUE,10,2,4,6,8,10,12,14,15,17,20,£9,£2,44,50,Yes,,3,3,Equally themselves and other,No,M3M,SenderFirst,510.458,31,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
280,276,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,1,1,2,4,5,7,8,9,10,£9,£2,37,40,No,Strongly agree,7,9,Mostly themselves,No,F4U,SenderFirst,303.011,27,White/Caucasian,Undergraduate degree (BA/BSc/other),Lithuania,Female,U,F
236,460,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,3,5,6,8,10,11,12,14,15,£3,£2,49,49,Yes,,2,6,Equally themselves and other,No,F2M,ResponderFirst,466.965,52,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
200,322,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,11,12,14,15,£9,£2,47,49,Yes,,8,9,Mostly themselves,No,M3U,ResponderFirst,327.625,31,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
37,470,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,4,6,8,10,12,14,16,18,20,£9,£2,30,34,No,Strongly disagree,0,0,Mostly themselves,No,F3U,ResponderFirst,476.778,20,Other (please feel free to let us know your ethnicity via email),High school diploma/A-levels,United Kingdom,Female,U,F
246,311,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,5,5,9,8,9,5,15,£9,£2,34,39,No,Neither agree nor disagree,0,8,Mostly others,No,M1M,SenderFirst,317.658,27,White/Caucasian,Doctorate degree (PhD/other),France,Female,M,M
103,541,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,£9,£2,47,49,Yes,,5,7,Equally themselves and other,No,F3M,SenderFirst,546.712,48,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
54,302,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,£9,£2,4,1,No,Neither agree nor disagree,2,3,Only themselves,Yes,F2U,SenderFirst,307.722,26,Black/African American,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
338,292,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,8,10,11,12,15,15,£9,£2,51,67,No,Somewhat agree,5,7,Equally themselves and other,No,F4M,SenderFirst,296.038,22,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
356,458,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,13,24,Yes,,4,9,Mostly others,No,F1U,SenderFirst,461.393,28,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
235,369,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,3,4,6,7,9,10,12,13,15,£9,£2,42,43,No,Strongly agree,6,6,Mostly themselves,No,F2U,ResponderFirst,372.458,21,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
353,323,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,1,1,2,2,5,6,9,10,£9,£2,9,1,Yes,,4,5,Equally themselves and other,No,M3M,ResponderFirst,327.939,41,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,M
309,360,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£3,£2,50,29,Yes,,6,6,Equally themselves and other,Yes,M3M,ResponderFirst,364.077,39,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
11,422,TRUE,TRUE,FALSE,FALSE,TRUE,10,3,6,9,12,15,18,21,24,27,30,£9,£2,0,49,No,Strongly disagree,0,5,Only themselves,No,M1U,ResponderFirst,426.009,56,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
245,535,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,9,10,12,13,15,£9,£2,45,47,Yes,,3,3,Mostly themselves,No,M4M,ResponderFirst,538.868,30,White/Caucasian,Undergraduate degree (BA/BSc/other),Latvia,Female,M,M
402,970,FALSE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,9,11,12,13,15,£9,£2,55,65,Yes,,6,6,Equally themselves and other,Yes,M2M,ResponderFirst,1150.727,70,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
3,354,TRUE,TRUE,FALSE,FALSE,TRUE,4,2,3,5,8,9,10,11,12,13,15,£9,£2,61,39,No,Strongly agree,6,9,Mostly others,No,M2M,SenderFirst,357.267,23,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
295,899,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,4,6,7,6,7,8,9,0,£8,£2,30,49,Yes,,0,0,Mostly themselves,No,F3M,SenderFirst,903.202,52,White/Caucasian,Technical/community college,United Kingdom,Female,M,F
390,659,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,0,44,Yes,,8,10,Mostly others,No,F4U,SenderFirst,664.172,49,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
247,325,TRUE,TRUE,FALSE,FALSE,TRUE,0,3,6,9,12,15,18,10,12,12,15,£9,£2,44,31,Yes,,7,7,Equally themselves and other,No,F1U,ResponderFirst,329.825,32,White/Caucasian,Doctorate degree (PhD/other),United Kingdom,Female,U,F
170,670,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,5,6,8,12,13,15,18,£9,£2,52,57,Yes,,6,8,Mostly others,No,M1U,ResponderFirst,673.023,26,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,Female,U,M
49,296,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,3,3,5,6,7,10,£3,£2,0,2,No,Somewhat agree,8,9,Equally themselves and other,No,M3M,SenderFirst,302.206,24,East Asian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
10,295,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,5,6,8,9,11,12,13,15,£9,£2,38,46,No,Somewhat agree,4,5,Equally themselves and other,No,F3U,ResponderFirst,301.844,20,White/Caucasian,High school diploma/A-levels,Romania,Female,U,F
48,497,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,£9,£2,8,5,Yes,,6,7,Mostly themselves,No,M3U,ResponderFirst,504.844,51,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
313,732,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,7,9,10,12,13,15,£9,£12,33,48,Yes,,9,9,Equally themselves and other,No,M1M,SenderFirst,833.728,33,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
362,726,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,8,10,11,12,13,£3,£2,3,49,No,Somewhat agree,7,7,Only themselves,No,M2U,SenderFirst,731.504,28,Black/African American,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
141,195,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,2,5,3,9,9,7,7,8,12,£9,£2,9,22,No,Strongly agree,4,4,Mostly themselves,No,M2U,ResponderFirst,198.708,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
380,484,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,6,6,7,8,10,12,13,£9,£6,50,33,Yes,,0,1,Mostly others,No,M2M,SenderFirst,488.36,27,Caribbean,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,M
95,578,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,1,2,3,5,6,5,8,8,9,£9,£2,41,47,No,Neither agree nor disagree,5,5,Mostly themselves,No,M4U,SenderFirst,596.323,20,African,Undergraduate degree (BA/BSc/other),France,Female,U,M
335,361,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,£9,£2,48,49,No,Somewhat agree,6,8,Equally themselves and other,No,M4U,SenderFirst,364.735,21,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
289,398,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,9,12,14,15,£9,£2,58,41,No,Strongly agree,7,7,Equally themselves and other,No,F1U,ResponderFirst,402.861,22,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
286,298,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,4,4,5,6,7,8,9,10,£9,£2,5,56,No,Strongly agree,1,7,Mostly others,No,M4M,ResponderFirst,302.073,21,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
34,372,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,4,6,7,9,10,12,13,15,£9,£2,38,71,No,Strongly agree,7,9,Equally themselves and other,No,F3M,SenderFirst,376.86,20,Black/African American,High school diploma/A-levels,United Kingdom,Female,M,F
211,472,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,3,4,5,6,7,8,9,10,£9,£2,50,16,Yes,,5,7,Mostly themselves,No,M1M,ResponderFirst,479.753,36,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
108,376,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,5,6,8,10,11,13,13,15,£9,£2,27,47,No,Neither agree nor disagree,2,2,Equally themselves and other,No,M1U,ResponderFirst,381.607,32,Other (please feel free to let us know your ethnicity via email),Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
315,334,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,2,3,5,6,7,8,9,15,£9,£2,49,44,Yes,,7,8,Mostly themselves,No,M4U,ResponderFirst,337.085,30,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
251,328,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,£9,£2,46,36,No,Strongly agree,7,9,Mostly themselves,No,F2M,ResponderFirst,333.442,19,White/Caucasian,No formal qualifications,United Kingdom,Female,M,F
221,166,TRUE,TRUE,FALSE,FALSE,TRUE,7,3,4,6,7,10,14,17,18,21,21,£13,£12,49,35,Yes,,5,5,Mostly themselves,No,M1U,ResponderFirst,168.629,25,Black/British,Undergraduate degree (BA/BSc/other),British Indian Ocean Territory,Female,U,M
166,238,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,5,7,7,11,10,13,14,£9,£2,28,25,Yes,,6,8,Equally themselves and other,No,M4U,ResponderFirst,241.772,19,East Asian,High school diploma/A-levels,Malaysia,Female,U,M
208,442,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,15,£9,£2,38,16,Yes,,6,6,Equally themselves and other,No,M4U,SenderFirst,446.504,43,East Asian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
75,232,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,1,2,2,4,3,4,12,5,10,£9,£2,17,37,No,Strongly agree,6,7,Equally themselves and other,No,F3U,SenderFirst,235.905,22,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
355,714,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,7,9,10,12,12,£9,£2,45,25,No,Strongly agree,1,2,Equally themselves and other,No,F4U,ResponderFirst,719.762,34,Black/British,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
255,186,TRUE,TRUE,FALSE,FALSE,TRUE,1,3,0,0,0,0,0,2,0,0,1,£9,£15,14,27,Yes,,10,6,Only themselves,No,M2M,ResponderFirst,191.534,29,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
130,371,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,3,3,5,5,8,7,10,10,10,£9,£2,50,48,No,Strongly agree,8,8,Mostly themselves,No,M2M,SenderFirst,373.779,25,White/Caucasian,Undergraduate degree (BA/BSc/other),Norway,Female,M,M
205,268,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,3,4,6,7,9,10,12,13,15,£9,£2,56,58,No,Strongly agree,7,8,Equally themselves and other,Yes,F3U,SenderFirst,272.227,18,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,F
203,281,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,8,9,10,12,12,20,£9,£6,29,50,Yes,,7,7,Equally themselves and other,No,M4M,SenderFirst,284.919,28,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
25,251,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,20,72,Yes,,8,9,Equally themselves and other,No,M3M,ResponderFirst,254.96,23,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
292,447,TRUE,TRUE,FALSE,FALSE,TRUE,9,0,0,0,3,5,7,9,11,13,15,£9,£2,65,66,Yes,,1,8,Equally themselves and other,No,M1M,ResponderFirst,450.689,25,White/Caucasian,Undergraduate degree (BA/BSc/other),New Zealand,Female,M,M
187,377,TRUE,TRUE,FALSE,FALSE,TRUE,7,2,4,6,8,7,9,11,12,13,15,£9,£2,45,36,Yes,,6,6,Mostly themselves,No,F1U,SenderFirst,382.305,24,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
257,307,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,9,11,12,14,16,£9,£2,45,28,No,Strongly agree,8,7,Equally themselves and other,No,M4U,SenderFirst,312.129,19,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
399,385,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,2,4,6,7,9,11,12,13,15,£9,£2,31,37,Yes,,5,5,Equally themselves and other,No,F3U,SenderFirst,388.696,22,East Asian,High school diploma/A-levels,United Kingdom,Female,U,F
22,443,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,4,5,6,7,8,15,20,24,£9,£6,51,45,Yes,,7,7,Equally themselves and other,No,F1M,ResponderFirst,446.528,18,White/Caucasian,Technical/community college,United Kingdom,Female,M,F
155,660,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,4,6,7,8,11,13,13,15,£9,£2,15,49,Yes,,5,5,Equally themselves and other,No,M3M,ResponderFirst,668.609,23,South Asian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,M
180,355,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,5,5,8,9,12,12,12,£9,£2,43,46,No,Strongly agree,5,5,Equally themselves and other,No,F2U,SenderFirst,358.51,23,African,Graduate degree (MA/MSc/MPhil/other),Ghana,Female,U,F
400,306,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,10,£9,£2,50,49,No,Somewhat agree,2,3,Mostly themselves,No,M1U,ResponderFirst,310.027,25,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
68,394,TRUE,TRUE,FALSE,FALSE,TRUE,2,3,2,3,4,5,6,7,8,9,10,£9,£2,50,46,Yes,,5,8,Equally themselves and other,Yes,M4U,ResponderFirst,398.021,30,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
150,371,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,3,4,5,5,5,7,8,10,£9,£2,28,41,Yes,,7,7,Equally themselves and other,No,F4U,SenderFirst,375.966,43,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
310,340,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,4,5,8,8,9,11,16,10,10,£9,£2,47,37,Yes,,4,5,Equally themselves and other,No,F3M,SenderFirst,343.744,42,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,M,F
