ID,Duration (in seconds),Finished,Check1,Check2,Check3,Check4,Sender,Responder3,Responder6,Responder9,Responder12,Responder15,Responder18,Responder21,Responder24,Responder27,Responder30,paired_picture,Comprehension1,Comprehension2,"Based on the information from the previous questions, and recalling that the Sender received £10 at the beginning of the interaction, how much do they earn in total?","Based on the information from the previous questions, and recalling that the Responder received £10 at the beginning of the interaction, how much do they earn in total?",attractiveness,trustworthy,vaccine,vaccine attitude,To.what.extent.do.you.think.wearing.a.mask.prevents.you.from.CATCHING.Covid.19....1,To.what.extent.do.you.think.wearing.a.mask.prevents.you.from.SPREADING.Covid.19....1,protection,behaviour,proportionofmask,party,Other party,Did.you.have.any.difficulty.understanding.any.part.of.this.task.,Picture,Picturelabel,Order,Sex
192,477,TRUE,TRUE,FALSE,FALSE,TRUE,8,1,3,4,6,8,9,10,12,17,20,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),54,58,Yes,,9,9,Equally themselves and other,Much more frequently,10 out of 10,Scottish National Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Male
62,358,TRUE,TRUE,FALSE,FALSE,TRUE,0,2,3,5,6,8,12,14,16,18,20,IM_2lfkHYDRurE5WOa,£9,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),51,50,Yes,,7,10,Equally themselves and other,As frequently,6 out of 10,Other Party (Please specify),Plaid Cymru,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Male
316,525,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,4,5,8,11,16,18,22,21,IM_6l3zv93vhdkKMXc,£9,£12,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),0,32,No,Strongly disagree,0,0,Equally themselves and other,Much less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Male
47,308,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,2,6,5,6,9,13,13,9,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),9,21,Yes,,2,7,Equally themselves and other,Much less frequently,3 out of 10,Labour Party,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Female
210,926,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,3,7,9,6,13,12,16,14,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),0,50,No,Neither agree nor disagree,5,5,Equally themselves and other,Less frequently,4 out of 10,Did not vote,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Female
66,297,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,1,1,1,1,2,3,3,3,5,IM_0oZ7Ttwi4WedGh8,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),48,12,Yes,,2,4,Equally themselves and other,Much less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Female
124,470,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,8,12,14,16,18,20,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),14,50,Yes,,8,8,Mostly themselves,As frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
376,452,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,5,6,8,11,12,24,16,19,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),59,48,Yes,,1,8,Mostly themselves,Much less frequently,1 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Male
84,333,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,4,7,9,10,12,13,15,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),45,49,Yes,,2,8,Mostly themselves,As frequently,5 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
131,488,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,5,6,8,8,10,12,12,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),28,51,Yes,,6,6,Mostly others,Less frequently,1 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Female
113,439,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,7,9,9,10,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),51,59,Yes,,9,9,Equally themselves and other,Less frequently,5 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Female
97,342,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,6,9,12,15,18,21,24,27,25,IM_4ZqjR4g0Rn03oCG,£9,£6,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),48,72,Yes,,5,8,Equally themselves and other,Less frequently,5 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Female
95,434,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,5,7,8,10,12,13,15,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),71,86,Yes,,1,7,Mostly others,As frequently,8 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Male
132,471,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,2,4,4,6,8,11,8,9,10,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),37,48,Yes,,6,8,Mostly others,As frequently,8 out of 10,Scottish National Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Female
337,385,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),59,49,Yes,,7,9,Equally themselves and other,As frequently,4 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,ResponderFirst,Male
342,382,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,1,4,5,8,9,10,10,11,15,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),7,36,Yes,,1,7,Mostly themselves,Much less frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Male
186,403,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,9,12,13,15,IM_2lfkHYDRurE5WOa,£9,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),81,54,No,Strongly disagree,4,9,Mostly themselves,Much less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Male
258,644,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,4,6,7,8,8,9,10,14,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),49,67,Yes,,6,8,Mostly others,Less frequently,4 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,ResponderFirst,Female
295,332,TRUE,TRUE,FALSE,FALSE,TRUE,10,0,0,0,0,0,0,0,0,0,1,IM_0oZ7Ttwi4WedGh8,£9,£6,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),30,73,Yes,,7,7,Mostly others,As frequently,6 out of 10,Other Party (Please specify),Green,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
172,256,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,8,10,11,13,14,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),22,40,Yes,,6,6,Equally themselves and other,Less frequently,10 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Female
48,328,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,5,6,8,8,11,11,20,19,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),57,76,Yes,,7,8,Equally themselves and other,As frequently,6 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
199,330,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,11,12,13,15,IM_6l3zv93vhdkKMXc,£9,£6,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),49,49,No,Strongly agree,8,8,Mostly others,Much more frequently,5 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
33,383,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,4,6,8,12,15,18,21,24,27,IM_0oZ7Ttwi4WedGh8,£3,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),52,58,Yes,,5,6,Equally themselves and other,More frequently,7 out of 10,Prefer not to say,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Female
329,716,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,11,13,15,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),54,49,Yes,,6,6,Equally themselves and other,Less frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Male
260,222,TRUE,TRUE,FALSE,FALSE,TRUE,8,2,5,4,7,8,11,12,14,15,22,IM_9EIPomYaFXa0SvI,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),54,96,Yes,,3,7,Equally themselves and other,Less frequently,4 out of 10,Other Party (Please specify),Green ,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Female
119,611,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,0,1,3,5,7,9,11,13,15,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),49,46,Yes,,3,6,Equally themselves and other,Much less frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Female
301,464,TRUE,TRUE,FALSE,FALSE,TRUE,3,3,6,9,12,15,18,21,24,27,30,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),70,49,Yes,,5,8,Mostly others,As frequently,6 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
346,456,TRUE,TRUE,FALSE,FALSE,TRUE,9,3,4,7,10,14,15,18,23,25,29,IM_88qvHaPboaWxCHI,£9,£12,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),61,47,Yes,,6,7,Equally themselves and other,Less frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
65,349,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,8,9,14,15,14,17,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),36,31,Yes,,2,7,Mostly others,As frequently,9 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
381,577,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,11,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),28,13,Yes,,3,6,Mostly themselves,Less frequently,5 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
317,454,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,6,9,12,15,18,21,24,27,30,IM_88qvHaPboaWxCHI,£3,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),93,98,Yes,,10,10,Equally themselves and other,Less frequently,7 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,SenderFirst,Male
108,424,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,7,8,9,10,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),61,53,Yes,,6,7,Equally themselves and other,Less frequently,6 out of 10,Other Party (Please specify),Green,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Male
368,450,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,4,5,7,8,10,12,14,15,17,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),24,48,Yes,,6,7,Mostly others,Less frequently,4 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
278,2898,TRUE,TRUE,FALSE,FALSE,TRUE,4,2,4,6,2,5,5,4,8,9,10,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),48,49,Yes,,7,7,Equally themselves and other,Less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
80,554,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),71,63,Yes,,0,8,Equally themselves and other,Much less frequently,2 out of 10,Conservative Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Male
384,314,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,5,6,8,10,10,11,14,16,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),36,59,Yes,,0,7,Equally themselves and other,Much less frequently,3 out of 10,Other Party (Please specify),Green,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
224,384,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,4,5,7,10,14,13,17,15,IM_0oZ7Ttwi4WedGh8,£9,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),54,50,Yes,,3,3,Mostly themselves,More frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,SenderFirst,Female
286,397,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,1,2,3,3,4,4,4,5,5,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),32,41,Yes,,7,8,Equally themselves and other,Much less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Female
120,452,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,9,10,12,13,15,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),24,18,Yes,,7,9,Mostly themselves,Much less frequently,2 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Male
179,497,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,5,6,9,12,13,15,17,20,IM_8oCSI7ypkM0TWhU,£9,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),26,6,Yes,,10,10,Equally themselves and other,As frequently,10 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
26,482,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,5,8,10,12,14,16,18,20,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),50,49,Yes,,2,6,Equally themselves and other,As frequently,5 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,SenderFirst,Male
318,319,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,8,9,10,12,13,15,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),38,46,Yes,,3,5,Equally themselves and other,Less frequently,6 out of 10,Scottish National Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
155,349,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,2,2,3,4,4,4,3,5,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),13,19,Yes,,5,5,Equally themselves and other,Less frequently,4 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Female
385,342,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,2,3,4,5,6,7,8,9,10,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),27,42,No,Neither agree nor disagree,5,5,Mostly themselves,Less frequently,4 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
181,308,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,10,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),48,51,Yes,,5,7,Mostly themselves,Much less frequently,2 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Female
358,485,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,0,1,3,4,6,8,12,13,14,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),70,70,Yes,,7,4,Equally themselves and other,Much less frequently,1 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Male
256,440,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,9,10,12,13,15,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),38,47,Yes,,4,6,Equally themselves and other,Less frequently,5 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,ResponderFirst,Female
198,656,TRUE,TRUE,FALSE,FALSE,TRUE,6,1,2,3,4,5,6,7,8,9,10,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),50,69,Yes,,6,9,Equally themselves and other,Less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Female
166,718,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,12,14,12,16,19,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),8,34,Yes,,10,1,Mostly others,As frequently,5 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
110,530,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,7,7,8,9,10,IM_4ZqjR4g0Rn03oCG,£9,£6,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),42,28,Yes,,5,7,Equally themselves and other,As frequently,5 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Female
116,300,TRUE,TRUE,FALSE,FALSE,TRUE,4,0,0,1,2,5,6,7,8,9,10,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),42,28,Yes,,6,8,Mostly themselves,Less frequently,3 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,SenderFirst,Female
56,316,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,2,0,3,1,4,2,0,IM_0oZ7Ttwi4WedGh8,£9,£2,£22  (Initial £10 minus £3 sent plus £15 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),34,3,Yes,,1,4,Only themselves,Much less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
294,379,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,3,4,6,7,9,10,12,9,15,IM_4ZqjR4g0Rn03oCG,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),0,20,Yes,,1,9,Equally themselves and other,Less frequently,3 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Male
158,409,TRUE,TRUE,FALSE,FALSE,TRUE,8,1,3,4,6,7,9,10,12,13,15,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),55,67,Yes,,5,8,Mostly others,As frequently,9 out of 10,Conservative Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Female
117,498,TRUE,TRUE,FALSE,FALSE,TRUE,8,3,6,6,8,12,15,17,20,23,25,IM_0oZ7Ttwi4WedGh8,£9,£12,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),54,52,Yes,,3,10,Equally themselves and other,As frequently,3 out of 10,Did not vote,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
