"","Response.ID","Consent","Comprehension_1","Comprehension_2","main_task","check_question","attractive_p1","attractive_p2","trustworthy_p1","trustworthy_p2","mask_perception","mask_wearing","PROLIFIC_PID","Amount","Amount.for.other","Picture.Bundle.1","Pic.Label.1","Picture.Bundle.2","Pic.Label.2","session_id","participant_id","status","started_datetime","completed_date_time","time_taken","age","num_approvals","num_rejections","prolific_score","reviewed_at_datetime","entered_code","Country.of.Birth","Current.Country.of.Residence","Employment.Status","Ethnicity","First.Language","Fluent.languages","Highest.education.level.completed","Nationality","Sex","Student.Status"
"79","R_3knyWEl1W5IzdZs",1,2,1,2,"£20",31,41,16,72,"Equally themselves and others","Yes","5e2872fffcdb020467d12799","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c0211681d29c14f9ca7c53","5e2872fffcdb020467d12799","APPROVED","2022-07-02 10:42:33.903000","2022-07-02 10:45:44.657000",190.754,76,946,11,97,"2022-07-04 08:47:59.619000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"54","R_24co4NoI3XwD163",1,2,1,2,"£20",70,70,70,70,"Equally themselves and others","No","5e2edcd3744c694aa3fab543","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c0211b5987976b1e34e95d","5e2edcd3744c694aa3fab543","APPROVED","2022-07-02 10:42:38.273000","2022-07-02 10:44:44.739000",126.466,22,327,5,98,"2022-07-04 08:48:00.736000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","South Asian","English","English","High school diploma/A-levels","United Kingdom","Male","Yes"
"145","R_5A8dEAnDiJFRnEJ",1,2,1,1,"£10",79,75,69,54,"Equally themselves and others","Yes","5e35373e1ddb124e6c306747","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194c4ffedc637df81f0b5","5e35373e1ddb124e6c306747","APPROVED","2022-07-03 13:08:20.128000","2022-07-03 13:10:26.232000",126.104,46,666,4,100,"2022-07-04 08:48:11.897000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","Yes"
"108","R_2QrD7NBfCebt4Bg",1,2,1,1,"£10",70,69,50,60,"Mostly themselves","No","5e35c2d04de45156d0c95d3f","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194a2dcec90e4217ff515","5e35c2d04de45156d0c95d3f","APPROVED","2022-07-03 13:07:46.377000","2022-07-03 13:09:27.755000",101.378,55,821,4,100,"2022-07-04 08:48:02.588000","868E37F5","United Kingdom","United Kingdom","DATA EXPIRED","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"146","R_2aKt4hWtBKTQ1za",1,2,1,2,"£10",49,69,52,51,"Mostly themselves","No","5e39e3e654fca708912dfac4","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194bc6d78466e72a7795f","5e39e3e654fca708912dfac4","APPROVED","2022-07-03 13:08:22.729000","2022-07-03 13:10:29.824000",127.095,57,349,1,100,"2022-07-04 08:48:08.985000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"194","R_2tJVrMIb3hB6vnY",1,2,1,1,"£20",70,60,70,72,"Equally themselves and others","Yes","5e3c447f33122a0230476441","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194b7474ca6b4c283fe8b","5e3c447f33122a0230476441","APPROVED","2022-07-03 13:08:15.057000","2022-07-03 13:13:52.135000",337.078,53,793,5,99,"2022-07-04 08:48:07.258000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"132","R_8bKIAk1QK2ZzQYN",1,2,1,1,"£20",55,50,60,50,"Equally themselves and others","Yes","5e3f04fdb721da159417a725","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194b86035f9551965b5ca","5e3f04fdb721da159417a725","APPROVED","2022-07-03 13:08:08.460000","2022-07-03 13:10:13.944000",125.484,52,820,0,100,"2022-07-04 08:48:07.639000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English, Italian","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","No"
"65","R_2BsoDjmgqAV58pB",1,2,1,2,"£10",100,89,100,100,"Mostly themselves","No","5e5012ec47808406305d6a0d","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c0211149be900930b76ddf","5e5012ec47808406305d6a0d","APPROVED","2022-07-02 10:42:30.443000","2022-07-02 10:45:00.844000",150.401,58,927,14,97,"2022-07-04 08:47:57.898000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","Ireland","Male","No"
"182","R_2wHperhi6PbzlJk",1,2,1,2,"£20",70,60,70,80,"Equally themselves and others","Yes","5e57e67bb836e0000d222062","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194cf56259ce89e9ebb86","5e57e67bb836e0000d222062","APPROVED","2022-07-03 13:08:33.541000","2022-07-03 13:11:31.174000",177.633,56,752,7,99,"2022-07-04 08:48:14.183000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"143","R_1fd4RLbqiSzzGnS",1,2,1,2,"£20",50,50,50,50,"Equally themselves and others","Yes","5e5bd83514a6a43bbeac2f3c","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194b2e5830fbaf887b10a","5e5bd83514a6a43bbeac2f3c","APPROVED","2022-07-03 13:08:04.682000","2022-07-03 13:10:24.573000",139.891,49,743,5,100,"2022-07-04 08:48:05.938000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"158","R_1cSn7pnWBM0znnx",1,2,1,1,"£20",49,35,80,20,"Only themselves","No","5e668a7463bec7407f2a65f9","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194c294f889e82f7ff512","5e668a7463bec7407f2a65f9","APPROVED","2022-07-03 13:08:20.432000","2022-07-03 13:10:42.207000",141.775,29,523,4,100,"2022-07-04 08:48:11.241000","868E37F5","Ghana","United Kingdom","Part-Time","Black/African American","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","Yes"
"177","R_3EcIpDVPwfWvi96",1,2,1,1,"£10",50,50,50,62,"Equally themselves and others","No","5e83247a6d7daf01d9a33632","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194c31b4a0617569c4474","5e83247a6d7daf01d9a33632","APPROVED","2022-07-03 13:08:33.396000","2022-07-03 13:11:14.937000",161.541,50,693,3,100,"2022-07-04 08:48:11.661000","868E37F5","United Kingdom","United Kingdom","Other","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"148","R_1FJMHj7HI6pET0X",1,2,1,1,"£10",80,75,80,80,"Mostly themselves","No","5e8cb846e94a4406307d6da2","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194afaae8161a7bbed3e3","5e8cb846e94a4406307d6da2","APPROVED","2022-07-03 13:08:02.204000","2022-07-03 13:10:29.169000",146.965,33,440,5,99,"2022-07-04 08:48:04.922000","868E37F5","Moldova","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","Romanian","English, Romanian, Russian","Undergraduate degree (BA/BSc/other)","Romania","Female","No"
"104","R_2RWIAfcWimHEpxh",1,2,1,2,"£10",75,65,80,70,"Mostly others","Yes","5e93138a7d69590115fa1e21","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c02103c7d6a600fed961e3","5e93138a7d69590115fa1e21","APPROVED","2022-07-02 10:42:15.254000","2022-07-02 10:54:30.543000",735.289,66,1060,3,100,"2022-07-04 08:47:54.031000","868E37F5","Germany","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"101","R_1IcU2b3ZOHca1QV",1,2,1,1,"£10",69,70,59,72,"Mostly others","Yes","5ea01b4b2d7b4d0243d93f78","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c02223362bdc7b1a5a24e7","5ea01b4b2d7b4d0243d93f78","APPROVED","2022-07-02 10:47:01.751000","2022-07-02 10:49:45.703000",163.952,75,1074,6,100,"2022-07-04 08:48:01.226000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English, Spanish","High school diploma/A-levels","United Kingdom","Male","No"
"130","R_3lYYqusoGIgoFHj",1,2,1,1,"£10",60,59,60,62,"Equally themselves and others","No","5ea047d315537303f1e60ef9","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194d0c20831e860becc34","5ea047d315537303f1e60ef9","APPROVED","2022-07-03 13:08:32.699000","2022-07-03 13:10:11.136000",98.437,68,847,10,98,"2022-07-04 08:48:14.603000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"87","R_3Hw3zs1ACoeTGvj",1,2,1,2,"£20",60,0,50,50,"Mostly themselves","No","5eac671f0658ac0ea6c730d2","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c02106dd27c2217a7433bc","5eac671f0658ac0ea6c730d2","APPROVED","2022-07-02 10:42:18.329000","2022-07-02 10:46:10.229000",231.9,44,767,1,100,"2022-07-04 08:47:54.947000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"14","R_x3nRdYcsKpkN29P",1,2,1,2,"£15",60,60,70,70,"Equally themselves and others","No","5eadaff848b26f4483ae62d9","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c02107d5b6a480fdf69328","5eadaff848b26f4483ae62d9","APPROVED","2022-07-02 10:42:17.467000","2022-07-02 10:43:33.090000",75.623,41,1255,10,100,"2022-07-04 08:47:55.069000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"29","R_xEg1cf5IZQFQGhb",1,2,1,2,"£15",80,80,100,100,"Equally themselves and others","No","5ebaec011a7d64080694fe74","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c020f95b60e6d972790b24","5ebaec011a7d64080694fe74","APPROVED","2022-07-02 10:42:01.456000","2022-07-02 10:44:02.956000",121.5,50,836,11,97,"2022-07-04 08:47:51.112000","868E37F5","Italy","United Kingdom","Full-Time","White/Caucasian","Italian","Italian, English","Undergraduate degree (BA/BSc/other)","Italy","Male","No"
"9","R_2CIlrfjvqF7l9p2",1,2,1,1,"£10",50,11,50,50,"Equally themselves and others","No","5ebbcb1e044e091b9672b3f4","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62bf12f0f2fe58881cf1fa48","5ebbcb1e044e091b9672b3f4","APPROVED","2022-07-01 15:29:55.072000","2022-07-01 15:31:26.677000",91.605,31,51,2,98,"2022-07-04 08:47:48.823000","868E37F5","United Kingdom","United Kingdom","DATA EXPIRED","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","Yes"
"151","R_3QY5IezENoioYll",1,2,1,2,"£20",51,51,49,78,"Mostly others","Yes","5ebfabc7676c2502837188cf","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194b594f889e82f7ff510","5ebfabc7676c2502837188cf","APPROVED","2022-07-03 13:08:10.097000","2022-07-03 13:10:32.833000",142.736,55,764,5,100,"2022-07-04 08:48:06.729000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"122","R_1hXbYW5JurtZfvi",1,2,1,1,"£10",51,51,50,50,"Equally themselves and others","Yes","5ecb6acd10d2c36e6124c9bd","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194bf754a846134e9a0fe","5ecb6acd10d2c36e6124c9bd","APPROVED","2022-07-03 13:08:18.264000","2022-07-03 13:09:55.517000",97.253,37,480,4,99,"2022-07-04 08:48:10.267000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English, Spanish","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"107","R_3m4eykszQyWZDOA",1,2,1,2,"£10",40,60,50,50,"Equally themselves and others","No","5ed4c3d73ac88100098198f1","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194ae8bc5e9feae308f51","5ed4c3d73ac88100098198f1","APPROVED","2022-07-03 13:08:00.749000","2022-07-03 13:09:28.032000",87.283,33,740,5,100,"2022-07-04 08:48:04.663000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Doctorate degree (PhD/other)","United Kingdom","Female","No"
"50","R_1QLNZXQxzpwUpPy",1,2,1,2,"£10",65,45,55,40,"Equally themselves and others","No","5edf66ed1a0915219e55d5ca","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c02116b81cf1977f37094d","5edf66ed1a0915219e55d5ca","APPROVED","2022-07-02 10:42:30.363000","2022-07-02 10:44:36.574000",126.211,33,786,5,100,"2022-07-04 08:47:59.516000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"58","R_1hEUMSojWrDbrar",1,2,1,1,"£20",81,93,95,94,"Mostly others","No","5eea1be10e95520beb9fa654","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c021137af22dd128f1fa49","5eea1be10e95520beb9fa654","APPROVED","2022-07-02 10:42:27.896000","2022-07-02 10:44:51.186000",143.29,54,1109,2,100,"2022-07-04 08:47:58.893000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Doctorate degree (PhD/other)","United Kingdom","Male","No"
"96","R_3GBTFEQaRBV7YdW",1,2,1,1,"£10",60,71,51,82,"Equally themselves and others","No","5eea5e9ee0d561140ff250a1","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c0210d0b0ef7ebce9c0b87","5eea5e9ee0d561140ff250a1","APPROVED","2022-07-02 10:42:24.305000","2022-07-02 10:47:06.378000",282.073,40,1282,3,100,"2022-07-04 08:47:56.573000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","Yes"
"154","R_T12UJlzO8xEhEVX",1,2,1,2,"£20",70,70,60,60,"Equally themselves and others","Yes","5eea9efc609f0d1ad38199bd","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194bc858f425dbd87b118","5eea9efc609f0d1ad38199bd","APPROVED","2022-07-03 13:08:18.021000","2022-07-03 13:10:36.987000",138.966,53,506,2,100,"2022-07-04 08:48:09.174000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Female","No"
"175","R_2wRzTGF4YGIgnoI",1,2,1,1,"£20",60,55,75,50,"Mostly themselves","Yes","5eeaff91fd89901efebf84b4","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194d21088dbd8ccdc0e35","5eeaff91fd89901efebf84b4","APPROVED","2022-07-03 13:08:34.202000","2022-07-03 13:11:09.083000",154.881,33,687,1,100,"2022-07-04 08:48:14.908000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"10","R_1Qu6dyYFFTsvLpV",1,2,1,2,"£20",15,50,12,71,"Equally themselves and others","No","5eeb6cb16e2aee0842d17f6b","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62bf12fc52eaedacc79c9f5e","5eeb6cb16e2aee0842d17f6b","APPROVED","2022-07-01 15:30:06.538000","2022-07-01 15:31:28.535000",81.997,31,283,2,100,"2022-07-04 08:47:48.937000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"99","R_0jJGw2tGxObEMdH",1,2,1,1,"£10",60,79,41,50,"Mostly themselves","Yes","5eeddefa177a7322144cbc5e","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c02113ce0c5e60a8ba13a3","5eeddefa177a7322144cbc5e","APPROVED","2022-07-02 10:43:31.824000","2022-07-02 10:48:32.136000",300.312,48,961,6,99,"2022-07-04 08:47:58.571000","868E37F5","United Kingdom","United Kingdom","Full-Time","Black/British","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"193","R_2t67oYQuOcdysaf",1,2,1,1,"£10",50,50,60,65,"Mostly themselves","No","5ef20e5fa9ac1301228a263a","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194cc16963fa95848afbf","5ef20e5fa9ac1301228a263a","APPROVED","2022-07-03 13:08:28.690000","2022-07-03 13:12:58.162000",269.472,53,614,3,100,"2022-07-04 08:48:13.372000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","No"
"134","R_2ai5os54uvcvWKd",1,2,1,2,"£20",76,80,50,72,"Equally themselves and others","Yes","5efa358d3b02ed8465b9a726","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194cf8561f921f387b10f","5efa358d3b02ed8465b9a726","APPROVED","2022-07-03 13:08:34.270000","2022-07-03 13:10:16.671000",102.401,48,877,0,100,"2022-07-04 08:48:14.318000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"152","R_2YzAw5i6mfswvKm",1,2,1,2,"£20",60,70,50,73,"Mostly themselves","No","5efcc0d6ae9c480b8534642f","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194a74046f6ebf52b1943","5efcc0d6ae9c480b8534642f","APPROVED","2022-07-03 13:07:57.384000","2022-07-03 13:10:35.851000",158.467,20,65,1,100,"2022-07-04 08:48:03.510000","868E37F5","United Kingdom","United Kingdom","Other","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","Yes"
"187","R_BDGyVbrU7xtINrz",1,2,1,1,"£10",72,58,44,74,"Equally themselves and others","No","5efd22056ec55516587f32a6","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194bb8561f921f387b10a","5efd22056ec55516587f32a6","APPROVED","2022-07-03 13:08:12.914000","2022-07-03 13:12:15.826000",242.912,24,1028,0,100,"2022-07-04 08:48:08.629000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English, German","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"110","R_RQYSKiBJMtjnCHD",1,2,1,2,"£20",70,51,39,76,"Equally themselves and others","No","5f032da8d02aa11ef3ccabeb","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194afc2238095158664aa","5f032da8d02aa11ef3ccabeb","APPROVED","2022-07-03 13:08:03.646000","2022-07-03 13:09:30.478000",86.832,25,543,0,100,"2022-07-04 08:48:05.035000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"26","R_29P9gXh9tO8ptMR",1,2,1,2,"£10",62,45,71,58,"Equally themselves and others","No","5f0a14c3d362030c483654a3","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c0210c1314fdc97ebc4cd5","5f0a14c3d362030c483654a3","APPROVED","2022-07-02 10:42:20.015000","2022-07-02 10:44:01.810000",101.795,20,930,4,100,"2022-07-04 08:47:56.453000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","East Asian","English","Chinese, English","High school diploma/A-levels","United Kingdom","Male","Yes"
"105","R_2U5zYcZ4IHVBNfA",1,2,1,1,"£20",50,60,50,51,"Equally themselves and others","No","5f0a414ff08fe631710e3ce8","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c021124f5e50d2c55a24d5","5f0a414ff08fe631710e3ce8","APPROVED","2022-07-02 10:42:30.505000","2022-07-02 10:57:57.851000",927.346,41,984,10,98,"2022-07-04 08:47:58.315000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
